e,f,c,c,c,e,b,b,f,f,e,b,d,d,d
e,f,c,c,c,e,b,b,f,f,e,d,d,d,b
e,f,c,c,c,f,b,b,b,f,e,d,d,d,e
e,f,c,c,c,f,b,b,b,f,e,e,d,d,d
e,f,c,c,c,f,b,b,d,f,e,b,d,d,e
e,f,c,c,c,f,b,b,d,f,e,e,d,d,b
e,f,c,c,c,f,b,b,e,f,e,b,d,d,d
e,f,c,c,c,f,b,b,e,f,e,d,d,d,b
e,f,d,c,c,b,b,b,c,f,e,e,d,d,f
e,f,d,c,c,b,b,b,c,f,e,f,d,d,e
e,f,d,c,c,b,b,b,e,f,e,c,d,d,f
e,f,d,c,c,b,b,b,e,f,e,f,d,d,c
e,f,d,c,c,b,b,b,f,f,e,c,d,d,e
e,f,d,c,c,b,b,b,f,f,e,e,d,d,c
e,f,d,c,c,c,b,b,b,f,e,e,d,d,f
e,f,d,c,c,c,b,b,b,f,e,f,d,d,e
e,f,d,c,c,c,b,b,e,f,e,b,d,d,f
e,f,d,c,c,c,b,b,e,f,e,f,d,d,b
e,f,d,c,c,c,b,b,f,f,e,b,d,d,e
e,f,d,c,c,c,b,b,f,f,e,e,d,d,b
e,f,d,c,c,e,b,b,b,f,e,c,d,d,f
e,f,d,c,c,e,b,b,b,f,e,f,d,d,c
e,f,d,c,c,e,b,b,c,f,e,b,d,d,f
e,f,d,c,c,e,b,b,c,f,e,f,d,d,b
e,f,d,c,c,e,b,b,f,f,e,b,d,d,c
e,f,d,c,c,e,b,b,f,f,e,c,d,d,b
e,f,d,c,c,f,b,b,b,f,e,c,d,d,e
e,f,d,c,c,f,b,b,b,f,e,e,d,d,c
e,f,d,c,c,f,b,b,c,f,e,b,d,d,e
e,f,d,c,c,f,b,b,c,f,e,e,d,d,b
e,f,d,c,c,f,b,b,e,f,e,b,d,d,c
e,f,d,c,c,f,b,b,e,f,e,c,d,d,b
e,f,e,c,c,b,b,b,c,f,e,d,d,d,f
e,f,e,c,c,b,b,b,c,f,e,f,d,d,d
e,f,e,c,c,b,b,b,d,f,e,c,d,d,f
e,f,e,c,c,b,b,b,d,f,e,f,d,d,c
e,f,e,c,c,b,b,b,f,f,e,c,d,d,d
e,f,e,c,c,b,b,b,f,f,e,d,d,d,c
e,f,e,c,c,c,b,b,b,f,e,d,d,d,f
e,f,e,c,c,c,b,b,b,f,e,f,d,d,d
e,f,e,c,c,c,b,b,d,f,e,b,d,d,f
e,f,e,c,c,c,b,b,d,f,e,f,d,d,b
e,f,e,c,c,c,b,b,f,f,e,b,d,d,d
e,f,e,c,c,c,b,b,f,f,e,d,d,d,b
e,f,e,c,c,d,b,b,b,f,e,c,d,d,f
e,f,e,c,c,d,b,b,b,f,e,f,d,d,c
e,f,e,c,c,d,b,b,c,f,e,b,d,d,f
e,f,e,c,c,d,b,b,c,f,e,f,d,d,b
e,f,e,c,c,d,b,b,f,f,e,b,d,d,c
e,f,e,c,c,d,b,b,f,f,e,c,d,d,b
e,f,e,c,c,f,b,b,b,f,e,c,d,d,d
e,f,e,c,c,f,b,b,b,f,e,d,d,d,c
e,f,e,c,c,f,b,b,c,f,e,b,d,d,d
e,f,e,c,c,f,b,b,c,f,e,d,d,d,b
e,f,e,c,c,f,b,b,d,f,e,b,d,d,c
e,f,e,c,c,f,b,b,d,f,e,c,d,d,b
e,f,f,c,c,b,b,b,c,f,e,d,d,d,e
e,f,f,c,c,b,b,b,c,f,e,e,d,d,d
e,f,f,c,c,b,b,b,d,f,e,c,d,d,e
e,f,f,c,c,b,b,b,d,f,e,e,d,d,c
e,f,f,c,c,b,b,b,e,f,e,c,d,d,d
e,f,f,c,c,b,b,b,e,f,e,d,d,d,c
e,f,f,c,c,c,b,b,b,f,e,d,d,d,e
e,f,f,c,c,c,b,b,b,f,e,e,d,d,d
e,f,f,c,c,c,b,b,d,f,e,b,d,d,e
e,f,f,c,c,c,b,b,d,f,e,e,d,d,b
e,f,f,c,c,c,b,b,e,f,e,b,d,d,d
e,f,f,c,c,c,b,b,e,f,e,d,d,d,b
e,f,f,c,c,d,b,b,b,f,e,c,d,d,e
e,f,f,c,c,d,b,b,b,f,e,e,d,d,c
e,f,f,c,c,d,b,b,c,f,e,b,d,d,e
e,f,f,c,c,d,b,b,c,f,e,e,d,d,b
e,f,f,c,c,d,b,b,e,f,e,b,d,d,c
e,f,f,c,c,d,b,b,e,f,e,c,d,d,b
e,f,f,c,c,e,b,b,b,f,e,c,d,d,d
e,f,f,c,c,e,b,b,b,f,e,d,d,d,c
e,f,f,c,c,e,b,b,c,f,e,b,d,d,d
e,f,f,c,c,e,b,b,c,f,e,d,d,d,b
e,f,f,c,c,e,b,b,d,f,e,b,d,d,c
e,f,f,c,c,e,b,b,d,f,e,c,d,d,b
e,f,b,c,c,c,b,d,d,f,b,e,d,e,f
e,f,b,c,c,c,b,d,d,f,b,f,d,e,e
e,f,b,c,c,c,b,d,e,f,b,d,d,e,f
e,f,b,c,c,c,b,d,e,f,b,f,d,e,d
e,f,b,c,c,c,b,d,f,f,b,d,d,e,e
e,f,b,c,c,c,b,d,f,f,b,e,d,e,d
e,f,b,c,c,d,b,d,c,f,b,e,d,e,f
e,f,b,c,c,d,b,d,c,f,b,f,d,e,e
e,f,b,c,c,d,b,d,e,f,b,c,d,e,f
e,f,b,c,c,d,b,d,e,f,b,f,d,e,c
e,f,b,c,c,d,b,d,f,f,b,c,d,e,e
e,f,b,c,c,d,b,d,f,f,b,e,d,e,c
e,f,b,c,c,e,b,d,c,f,b,d,d,e,f
e,f,b,c,c,e,b,d,c,f,b,f,d,e,d
e,f,b,c,c,e,b,d,d,f,b,c,d,e,f
e,f,b,c,c,e,b,d,d,f,b,f,d,e,c
e,f,b,c,c,e,b,d,f,f,b,c,d,e,d
e,f,b,c,c,e,b,d,f,f,b,d,d,e,c
e,f,b,c,c,f,b,d,c,f,b,d,d,e,e
e,f,b,c,c,f,b,d,c,f,b,e,d,e,d
e,f,b,c,c,f,b,d,d,f,b,c,d,e,e
e,f,b,c,c,f,b,d,d,f,b,e,d,e,c
e,f,b,c,c,f,b,d,e,f,b,c,d,e,d
e,f,b,c,c,f,b,d,e,f,b,d,d,e,c
